gene_id,MC10-IP,MC10-Input,MC21-IP,MC21-Input,MC22-IP,MC22-Input,MC9-IP,MC9-Input,Petro11-IP,Petro11-Input,Petro12-IP,Petro12-Input,Petro23-IP,Petro23-Input,Petro24-IP,Petro24-Input
MSTRG.34588,1,52,1,1,1,21,1,46,412,32,1,97,1,58,106,26
MSTRG.10601,1,37,1,4,208,44,1,89,1,47,1,79,120,121,1,86
MSTRG.43444,1,248,185,220,1,209,134,177,494,200,30,488,1,301,1,227
MSTRG.7150,1,462,840,273,1,401,1,603,1,117,1,867,1,307,26,222
MSTRG.12050,1,147,1,6,994,218,1,121,1,114,134,213,20,139,6,215
MSTRG.30150,1,24,1,36,1,101,1,36,489,109,1,241,1,268,225,158
MSTRG.3243,1,178,1745,406,3,205,2,293,169,104,4,321,1,169,1,153
MSTRG.25316,1,76,2,11,1,97,1,34,364,40,2,316,1,162,1,63
MSTRG.7357,1,78,93,85,1,65,1,38,68,31,1,39,1,98,1,48
MSTRG.2707,1,19,3,10,3,9,1,46,1,39,1,8,567,7,3,18
MSTRG.33792,598,238,1,110,623,105,1,155,127,161,80,404,237,299,1,116
MSTRG.44967,731,215,1,262,961,177,1,132,1,132,1,632,1,115,1,215
MSTRG.51125,4,68,1,99,171,171,1,192,1,90,17,243,1,79,1,110
MSTRG.15030,1,142,1052,166,1,162,1,219,1,220,1,622,1,238,127,291
MSTRG.48127,1,1029,419,861,1,533,1,832,299,284,5,562,1,335,1,279
MSTRG.37298,1,13,1,42,3,10,1,9,1,14,3,8,747,1,1,7
MSTRG.27080,1,180,1,235,1,118,44,84,602,101,3,210,1,200,43,137
MSTRG.36007,837,19,1,54,1,36,1,57,3,41,9,83,58,100,18,42
MSTRG.16882,1,299,816,227,1,155,1,367,1,248,1,462,2,148,250,81
MSTRG.20915,1,241,837,212,1,221,1,233,4,214,1,539,1,477,21,356
MSTRG.32413,171,83,1,155,1,155,1,66,1,251,390,703,1,767,1,456
MSTRG.32011,1,42,1,32,139,72,1,61,1,28,48,80,1,75,1,81
MSTRG.3431,396,346,201,388,98,254,1,262,1,299,163,534,477,327,1,259
MSTRG.41070,1,179,1,180,1683,160,1,249,1,142,41,387,152,205,33,140
MSTRG.43533,1,97,1,12,1,53,1,6,242,15,1,165,1,112,1,38
MSTRG.30561,1,221,1698,88,3,188,1,222,69,172,1,286,4,206,1,149
MSTRG.43084,1,109,33,225,1,338,267,382,1,198,1,404,4,342,61,225
MSTRG.46067,1,229,10,255,83,259,1,635,1,233,1,354,988,194,1,192
MSTRG.35832,1,264,144,386,1,298,1,460,270,248,1,305,1,274,1,127
MSTRG.45681,1,22,1,1,817,46,1,6,1,41,93,39,1,19,1,76
MSTRG.33524,1,95,1,174,1,139,1,131,1,124,126,228,1325,267,1,189
MSTRG.35390,1,103,55,153,1,123,1,155,136,46,1,195,1,93,1,72
MSTRG.32879,1,25,1945,81,3,36,1,46,15,16,1,67,1,151,1,30
MSTRG.37581,175,246,1,173,69,257,1,384,436,293,615,934,1046,1113,198,482
MSTRG.39279,1,672,330,263,1,942,1,901,1,623,1,1194,1,853,405,608
MSTRG.25422,1,137,1,85,410,111,1,66,1,68,55,273,1,101,1,106
MSTRG.33221,1,235,1,258,802,144,1,259,1,133,26,494,1,491,1,204
MSTRG.6714,1,402,188,387,1,477,1,466,81,228,1,593,1,209,1,183
MSTRG.25093,1,20,1,1,1,53,1,1,1,58,1,129,1,293,118,109
MSTRG.43006,1,109,200,57,1,46,1,67,1,60,1,99,1,106,88,36
MSTRG.41327,1,315,518,56,1,273,1,140,1,210,2,727,1,333,34,425
MSTRG.19594,1,377,184,428,3,229,1,346,261,229,1,552,1,435,1,293
MSTRG.24012,1,14,1,1,1,77,1,1,1,41,1,141,1,189,116,138
MSTRG.6424,1,123,1,37,1,102,1,99,1124,158,1,206,1,241,74,101
MSTRG.13995,1,728,754,456,3,632,1,507,194,477,8,1172,1,591,1,273
MSTRG.737,1,366,1,291,189,272,1,340,1,178,1,645,726,196,1,129
MSTRG.42381,1,474,1,20,2989,400,1,375,17,535,652,802,1,696,1,440
MSTRG.37973,2,106,173,19,1,152,1,228,98,139,1,212,1,200,1,132
MSTRG.30093,1,182,521,293,1,245,1,181,1,287,1,875,1,966,126,498
MSTRG.20540,1,153,1,58,1,152,1,105,321,106,1,484,1,234,142,248
MSTRG.3244,1,142,1,147,201,148,1,111,1,130,34,274,1,186,1,177
MSTRG.38900,1,76,434,52,1,194,1,90,1,150,1,421,1,624,148,366
MSTRG.22791,1223,146,1,93,1,174,1,136,1,165,39,104,1,120,1,127
MSTRG.41612,1,66,1,15,1,99,1,48,380,105,1,418,1,460,44,280
MSTRG.14619,1,129,1,38,284,85,1,117,1,88,1,229,189,152,1,115
MSTRG.31208,1,330,19,334,3,354,1,463,586,454,1,741,1,610,27,406
MSTRG.13193,1,534,156,448,1,580,1,514,150,505,10,660,1,984,187,576
MSTRG.10934,1031,156,1,397,123,632,1,219,1,418,1,1139,2501,2562,251,1005
MSTRG.34142,1,196,223,228,1,255,1,118,1,120,1,370,1,482,69,166
MSTRG.11647,1,72,335,30,1,97,1,17,98,59,45,162,1,85,36,45
MSTRG.32443,695,278,1,297,1,240,1,248,1,200,77,406,1,380,1,201
MSTRG.29939,1,69,1,10,1,66,1,26,69,72,1,290,1,61,47,50
MSTRG.49306,1,64,2,75,395,237,1,125,1,174,94,473,59,610,13,410
MSTRG.22063,1,57,1,121,1,115,1,70,1,98,122,135,2065,180,1,82
MSTRG.26320,1,61,1,1,1,118,1,1,1,110,1,191,1,446,275,254
MSTRG.20060,1,385,1,263,1,433,1,226,1,688,400,1684,2299,2282,1,1234
MSTRG.333,1,1,1,1,1,1,1,10,1,4,1,1,718,1,3,9
MSTRG.11944,1,262,1,125,1,247,1,151,271,136,1,315,1,231,183,168
MSTRG.6157,1,74,1,158,1,37,61,72,1,75,1,327,1,220,324,162
MSTRG.45165,1,61,157,35,1,61,1,61,1,39,1,150,1,63,64,79
MSTRG.45061,1,110,578,172,3,92,1,117,158,81,1,214,3,98,1,63
MSTRG.21749,242,110,1,140,1,108,1,79,1,41,54,146,1,128,1,106
MSTRG.9487,1,43,1,65,239,13,1,52,1,6,20,47,1,8,1,12
MSTRG.47194,1,28,1,1,1,69,1,1,1,65,1,179,1,173,60,130
MSTRG.27610,1,196,2463,178,1,138,1,194,5,92,1,178,4,113,29,127
MSTRG.32082,1,141,543,134,1,55,1,140,78,326,1,412,1,362,1,315
MSTRG.1576,1,1,1,17,1,1,1,2,1,1,472,3,1,1,1,7
MSTRG.35243,88,145,1,104,1,189,1,251,1,163,495,253,1,211,1,215
MSTRG.24820,1,550,99,560,1,336,1,610,527,370,1,521,1,228,1,257
MSTRG.27031,1,53,106,13,2,66,369,46,1,51,1,212,1,198,1,129
MSTRG.41865,1,47,1,65,1,117,1,133,1,86,885,276,299,132,1,119
MSTRG.30129,1,55,269,61,3,53,1,89,333,42,1,52,1,36,1,80
MSTRG.46391,1,7,1,12,1354,20,1,60,1,33,1,23,1,8,1,71
MSTRG.45289,1,198,512,128,1,156,90,226,353,303,420,533,232,333,210,128
MSTRG.22515,1,473,65,371,2,340,1,563,500,301,1,691,1,293,1,239
MSTRG.44230,1,96,329,121,1,168,1,62,1,74,1,163,1,155,69,162
MSTRG.21468,1,1155,1,985,1,1148,367,1499,106,763,14,1608,1,1015,32,573
MSTRG.7567,1,84,149,55,5,74,1,92,1,46,1,261,1,73,133,35
MSTRG.49685,1,65,64,113,4,170,4,56,1,1,1,725,1,157,350,467
MSTRG.1298,1,573,1145,602,4,446,1,471,312,212,25,522,1,497,67,239
MSTRG.32349,1,111,422,123,1,286,1,180,1,220,1,810,1,832,121,298
MSTRG.10316,1,105,1,48,510,80,1,47,1,101,23,205,1,87,1,115
MSTRG.16742,1,88,1,138,1807,137,1,200,1,154,225,349,1,197,42,269
MSTRG.44416,1,23,368,1,3,16,1,15,1,1,1,63,1,22,1,1
MSTRG.2794,1,35,2,19,1,43,2,45,88,57,1,132,1,235,21,43
MSTRG.27088,1,141,111,191,1,115,1,166,186,137,1,176,1,127,1,85
MSTRG.17319,1,140,405,87,1,167,1,168,550,137,51,222,1,192,145,123
MSTRG.16623,1,47,415,51,1,101,1,48,320,132,42,377,1,349,44,149
MSTRG.33093,1,1,1,1,386,12,1,47,1,5,1,1,1,1,1,10
MSTRG.6106,1,251,1,327,516,231,1,350,9,303,126,698,1,345,1,217
MSTRG.24388,1,358,304,238,1,294,1,330,762,252,52,670,1,201,193,297
MSTRG.44510,1,60,530,2,1,15,1,21,3,33,1,39,1,23,3,16
MSTRG.43868,1,116,1,126,879,112,1,177,57,151,75,182,227,193,38,114
MSTRG.12640,1,208,82,195,1,127,1,54,42,81,1,188,1,432,1,197
MSTRG.41018,1,4,685,1,1,27,1,4,3,13,1,30,1,8,1,1
MSTRG.3041,1,36,1,447,1,442,88,634,465,570,1,1131,1,663,28,686
MSTRG.31963,421,97,2,69,1,59,1,103,1,30,115,151,1,109,1,74
MSTRG.6779,1,241,1,85,1,216,1,109,542,229,1,575,1,458,45,221
MSTRG.27428,1,548,1657,425,8,237,21,406,1,210,1,738,1,216,24,302
MSTRG.24505,1,492,92,323,2,447,1,496,190,287,1,997,1,476,1,544
MSTRG.34850,1,94,1,22,100,121,1,145,1,125,281,321,1,216,1,104
MSTRG.19298,1,76,2,17,1,135,1,62,89,22,1,67,1,37,93,65
MSTRG.47600,1,611,286,469,1,483,1,702,19,321,2,608,1,385,28,324
MSTRG.45666,1,77,1,41,1,149,1,166,460,133,1,408,1,465,245,255
MSTRG.34634,1,134,1,50,359,81,1,97,1,45,1,183,292,71,1,84
MSTRG.38466,4,610,42,639,3,552,1,917,1411,338,1,590,3,325,41,259
MSTRG.32499,1,60,1,146,1,70,40,222,45,73,1,160,1,125,37,56
MSTRG.24409,1,76,1,110,4387,69,1,108,1,155,1,337,20,301,6,206
MSTRG.10683,224,262,1,174,1,244,1,231,1,120,1,292,53,239,1,137
MSTRG.19774,852,103,4,20,570,169,1,183,1,112,1,402,1136,523,67,228
MSTRG.19453,1,451,65,793,1,721,1,627,13,605,1,1383,1,1343,202,991
MSTRG.43764,1,100,342,81,1,51,1,230,64,130,1,281,1,162,1,133
MSTRG.39865,560,15,1,39,1,4,1,15,1,12,10,20,1,24,1,6
MSTRG.30704,1,310,2665,430,1,144,1,232,7,123,1,476,1,179,1,89
MSTRG.42324,1,268,1,297,1,344,958,272,145,219,73,679,4,361,88,153
MSTRG.43835,24,41,1,86,105,52,1,119,1,46,1,30,1,54,1,61
MSTRG.34010,1,111,4085,43,1,71,1,133,3,55,1,210,1,220,1,149
MSTRG.47714,158,289,603,296,2742,290,8,187,1,307,925,812,73,325,3,285
MSTRG.37570,1,133,177,197,1,162,1,312,83,118,1,266,1,259,1,156
MSTRG.19768,1,263,1,205,1,244,1,151,572,158,1,628,1,260,164,215
MSTRG.50132,29,21,1,13,47,1,1,1,1,1,170,62,159,19,1,11
MSTRG.2686,1,195,1736,90,1,185,1,130,2,149,3,182,1,188,72,133
MSTRG.21251,1,26,254,1,1,43,1,34,1,64,1,216,1,230,89,89
MSTRG.17804,1,11,360,77,1,19,1,75,123,40,1,101,1,71,1,32
MSTRG.30509,70,172,176,153,78,99,47,204,1,84,264,185,170,237,1,94
MSTRG.14261,1,143,119,72,1,122,1,55,16,122,1,393,1,162,1,167
MSTRG.21266,1,1,1,5,330,1,1,1,1,1,76,1,1,4,1,1
MSTRG.23346,1,149,806,189,20,251,1,236,474,183,1,462,1,139,1,115
MSTRG.4065,1,38,304,37,1,21,1,10,293,6,1,178,1,11,1,42
MSTRG.9753,1,105,1,70,781,169,1,70,1,120,81,640,1,529,1,248
MSTRG.36459,1,100,1,114,1,118,1,180,1,105,212,413,536,193,1,192
MSTRG.31900,1,88,1,59,1,47,1,48,263,60,1,202,1,180,122,84
MSTRG.31431,1,91,2,49,1,87,1,46,95,48,2,83,1,108,88,51
MSTRG.40584,1,41,113,1,1,49,1,43,1,59,1,182,1,157,258,140
MSTRG.43534,1,130,772,63,1,61,1,42,1,143,1,166,1,197,26,86
MSTRG.9848,349,79,1,144,1,57,1,46,1,29,39,104,1,146,1,57
MSTRG.30133,1,492,1,244,1,495,1,451,415,352,1,728,1,562,247,430
MSTRG.44338,1,391,95,224,3,304,2,333,637,367,5,837,1,903,1,586
MSTRG.5266,1,19,296,1,1,5,1,1,1,9,1,30,1,48,1,4
MSTRG.3270,1,214,1,127,26,337,1,216,1,145,104,148,6,241,1,232
MSTRG.34815,407,563,4,573,1211,564,1,520,1392,405,270,1267,2191,805,178,572
MSTRG.22145,938,510,7,594,397,413,1,282,1,360,478,1139,1305,754,468,616
MSTRG.13336,253,192,1,130,1,120,1,71,1,216,197,373,1,597,1,327
MSTRG.8259,1,88,1,10,358,59,1,71,1,76,1,98,118,185,1,66
MSTRG.8894,1,15,398,111,1,39,1,40,1,79,1,389,1,218,370,163
MSTRG.390,851,212,1,284,1,391,1,347,1,322,528,1010,143,983,40,500
MSTRG.10674,1,218,1294,99,1,272,1,142,447,162,185,438,1,302,237,168
MSTRG.46851,1469,107,1,131,1,233,1,69,1,197,43,477,1,506,1,359
MSTRG.20848,1,217,274,176,6,147,1,253,469,138,1,81,1,143,1,61
MSTRG.50063,8,1,1,8166,1,1,1,5077,19,9000,1,1,43,21287,90,14858
MSTRG.17125,1,1,1,4,9,2,1,1,1,3,1,1,564,1,1,1
MSTRG.17122,1312,345,1,316,1,412,1,275,1,739,58,1970,1,1169,1,627
MSTRG.40296,1,943,216,686,58,598,71,955,444,525,1,1306,1,722,22,417
MSTRG.39721,1,188,1545,81,1,160,1,158,536,180,128,468,1,191,47,196
MSTRG.27805,1,276,398,164,3,218,1,153,2,257,1,353,1,252,110,158
MSTRG.7658,1,1206,1352,2788,1,374,435,2166,4428,1667,4974,1454,1364,10489,67,100
MSTRG.18980,1,403,59,247,1,239,1,378,199,189,1,447,1,255,1,282
MSTRG.38664,1,1531,972,1079,1,1295,1,983,1188,1201,159,1825,1,2276,93,1504
MSTRG.12823,1422,283,1,306,1,281,1,224,1,227,16,734,1,355,1,315
MSTRG.12915,1,76,130,37,1,60,1,50,1,65,1,142,1,81,43,55
MSTRG.37191,1,18,1,39,1053,18,1,29,2,33,43,43,1,26,18,17
MSTRG.9743,1,58,611,88,1,74,1,37,1,82,1,222,1,328,25,146
MSTRG.13230,1,1,1,1,1,25,1,1,498,26,1,46,1,43,14,25
MSTRG.37346,1,133,1,13,1,36,137,65,80,68,1,267,1,58,1,83
MSTRG.31310,1,1,1,13,584,1,1,23,1,24,1,32,1,65,1,30
MSTRG.18334,1,305,725,103,1,156,1,208,1,351,1,834,1,132,26,283
MSTRG.5993,1,74,1,86,76,110,1,198,1,101,44,159,107,173,20,74
MSTRG.23514,1,11,1642,11,4,24,1,12,4,4,1,13,1,59,1,6
MSTRG.14184,267,330,3,88,2,178,3,174,4,57,2,182,1120,80,4,60
MSTRG.45099,414,392,1,219,1,225,1,500,1,248,159,614,1,474,1,231
MSTRG.37069,1,139,1,120,213,100,1,211,24,100,204,186,1,52,1,111
MSTRG.2270,1,116,1,1,1,79,1,32,685,34,1,152,1,28,24,82
MSTRG.10811,1,144,1,167,1,143,1,102,1007,310,1,824,1,597,195,394
MSTRG.35371,1,73,1,1,1530,49,1,32,1,27,60,145,1,61,1,139
MSTRG.33701,1,133,62,237,3,95,1,223,61,114,1,185,1,141,75,124
MSTRG.24931,1,287,1649,231,1,328,1,454,1,333,1,444,1,399,87,229
MSTRG.7818,1,12,1188,1,3,1,1,3,3,1,1,20,1,1,1,1
MSTRG.6590,1,19,1,1,1,69,1,7,258,51,1,283,1,335,1,132
MSTRG.45156,1,119,9,60,1,82,1,52,12,149,1,269,1,177,82,123
MSTRG.16130,124,80,1,124,499,119,1,62,1,165,304,289,1,332,55,179
MSTRG.40478,1,17,1,1,1,34,1,25,412,33,1,48,1,45,99,31
MSTRG.46068,1,82,535,25,1,18,1,61,120,10,127,85,1,4,71,1
MSTRG.22502,96,494,32,468,2736,756,36,573,270,1212,1029,2216,2614,3531,210,1904
MSTRG.16152,1,1208,949,1294,8,1565,1,1077,1745,1194,46,2370,370,2985,514,1831
MSTRG.9567,1,267,22,224,1,313,113,327,174,345,2,891,6,859,1,541
MSTRG.6538,1,955,10,1236,1506,1782,1,1034,1043,3129,3246,7041,14821,11504,2825,5088
MSTRG.31747,1,49,2,9,1575,26,1,63,1,25,96,194,1,56,1,14
MSTRG.13103,2,417,149,562,2,396,1,550,244,182,3,461,2,256,8,170
MSTRG.8649,1,563,438,503,1,546,1,442,223,473,15,917,1,654,8,548
MSTRG.2999,1,94,4,67,650,63,1,133,1,139,43,316,1,366,1,128
MSTRG.39751,1,253,1,565,1,448,1,471,1,496,220,890,403,1585,1,756
MSTRG.5653,1,224,1,10,1,56,499,11,522,175,61,351,1,292,1,158
MSTRG.5777,1,47,444,153,1,78,1,86,1,66,1,451,1,127,52,129
MSTRG.23270,1,15,228,6,1,69,1,2,207,63,35,176,1,127,1,166
MSTRG.48006,1,82,161,6,3,117,1,23,1,46,1,24,1,86,177,34
MSTRG.9880,1,423,486,124,1,318,1,325,663,311,1,1277,173,1551,222,886
MSTRG.7356,1,185,1,145,167,267,1,267,1,176,264,509,350,556,39,297
MSTRG.19085,2157,556,4,578,1,769,1,528,2001,1392,1531,2544,5460,3373,602,1849
MSTRG.2833,1,6,492,1,1,3,1,1,1,1,1,24,2,5,1,1
MSTRG.40184,384,114,1,1,1,135,1,34,1,88,328,173,199,164,1,96
MSTRG.10305,1,437,1413,229,1,688,1,287,632,779,489,1593,674,1940,557,1070
MSTRG.5943,1,160,336,64,1,111,1,202,1,202,1,340,1,241,134,211
MSTRG.32559,1,1274,1,1784,1137,914,1,1718,40,703,331,1809,1,1558,1,890
MSTRG.38653,1,157,1,51,1,167,1,106,196,139,1,393,1,175,50,98
MSTRG.16446,1,567,392,312,43,453,1,104,557,284,1,751,1,36,88,308
MSTRG.12713,1,202,38,115,1,110,1,350,351,225,1,376,1,142,1,87
MSTRG.40292,1,170,1,230,1,213,1,215,1,109,61,179,1019,136,1,135
MSTRG.26272,1,15,1233,1,1,6,1,1,3,1,1,3,1,4,1,12
MSTRG.35573,1,153,1,39,1,175,1,129,121,121,1,406,1,140,180,165
MSTRG.23179,406,84,1,135,696,56,1,75,1,65,220,194,1,208,115,213
MSTRG.47648,2,6,1,42,474,8,1,27,2,21,1,9,1,6,1,12
MSTRG.32092,1,743,597,647,3,952,1,948,697,782,14,1694,63,1246,52,895
MSTRG.37557,1,31,187,40,1,36,1,56,1,4,1,87,1,83,29,51
MSTRG.25465,119,69,1,27,263,65,1,154,1,24,2,49,1,56,1,23
MSTRG.40686,66,114,3,91,1,74,1,57,1,24,3,71,146,52,1,27
MSTRG.19528,1,155,1,261,1,185,1,279,906,208,1,921,1,597,266,398
MSTRG.47801,1,259,1,105,1,220,241,208,626,205,50,487,2,969,13,338
MSTRG.42403,2,235,2473,68,1,111,1,125,3,267,3,519,1,253,6,157
MSTRG.26652,1,839,1,357,359,954,1,556,94,1236,465,2694,1614,2016,89,1762
MSTRG.4560,1,164,1,30,1,126,1,99,307,87,1,121,1,105,58,76
MSTRG.46250,1,125,1044,17,5,56,1,33,55,73,17,162,1,226,8,142
MSTRG.12421,1,132,1,1,1,63,48,87,67,61,33,130,1,110,28,42
MSTRG.37032,1,193,629,183,4,154,1,249,87,102,1,198,1,65,1,84
MSTRG.43046,1,47,1,41,337,46,1,41,1,25,1,39,30,30,1,15
MSTRG.29114,1,1,1,1,1,12,1,1,466,1,1,30,1,79,1,19
MSTRG.5544,1,103,1,102,1,76,1,59,603,109,1,352,1,511,47,102
MSTRG.44686,1,35,1,1,1,14,1,8,344,2,1,1,1,19,1,1
MSTRG.38000,1,2,2,1,238,12,1,19,1,7,1,23,59,6,1,10
MSTRG.4386,206,60,1,89,1,39,1,120,1,36,9,73,1,41,1,30
MSTRG.27865,1,326,211,154,1,254,1,413,94,287,4,568,1,361,1,256
MSTRG.45648,213,71,1,61,684,198,1,151,1,158,213,107,2,99,65,82
MSTRG.21333,219,37,1,39,1,11,1,33,1,8,3,16,1,3,1,12
MSTRG.10949,1,17,875,47,1,105,1,17,1,82,1,307,1,342,20,199
MSTRG.38969,1,86,1,118,144,92,1,103,1,65,280,112,1,118,15,75
MSTRG.20318,1,86,1,14,277,66,24,25,1,41,602,81,147,56,1,70
MSTRG.34839,1,30,247,1,1,30,1,80,395,13,1,30,1,9,1,12
MSTRG.44693,778,75,1,56,1,33,1,62,1,77,20,294,1,438,1,311
MSTRG.32734,1,59,609,102,1,121,1,64,1,151,1,197,1,254,158,176
MSTRG.49349,1,109,450,1,1,14,1,1,21,47,69,195,1,163,1,172
MSTRG.41719,1,50,1,41,1,23,1,46,1,13,148,65,1924,34,1,46
MSTRG.2914,1,33,1,15,1,67,167,48,1,24,1,53,1,30,6,9
MSTRG.13110,1,125,1293,53,1,109,1,109,3,88,1,266,1,153,1,78
MSTRG.48322,1,82,1,102,1,142,1,47,349,27,1,90,1,175,78,102
MSTRG.50990,459,22,1,23,1,1,1,16,1,7,24,45,1,60,1,23
MSTRG.24227,1,398,1,302,1,310,196,220,167,181,1,515,1,368,1,333
MSTRG.33208,1,98,1,15,1,33,1,73,159,87,1,148,1,143,386,109
MSTRG.22769,1,86,104,37,1,29,1,60,1,15,1,48,1,14,71,32
MSTRG.19501,1,14,1,4,44,44,1,22,1,11,48,73,175,44,2,32
MSTRG.25186,1,126,1,50,1,135,1,35,462,313,1,830,1,1375,38,906
MSTRG.40163,214,26,1,1,1,55,1,42,1,56,1,107,215,182,1,90
MSTRG.36680,1,197,349,107,1,261,1,218,41,167,20,632,1,398,27,139
MSTRG.20961,1,199,1,177,1,185,1,232,370,148,1,304,1,330,204,133
MSTRG.39860,33,575,93,324,1174,503,9,383,24,642,448,1233,1375,625,16,664
MSTRG.19473,483,586,13,254,230,338,1,234,740,1633,940,2968,11399,6508,2718,3365
MSTRG.39550,1,34,1,52,1,12,275,122,1,89,1,225,1,143,41,25
MSTRG.46832,1,104,379,144,4,51,14,82,69,51,1,131,2,42,1,62
MSTRG.29531,764,216,1,330,189,110,1,267,1,217,241,547,266,794,407,440
MSTRG.31176,1,130,1,452,1256,447,1,99,1,290,1,888,4010,349,33,278
MSTRG.46546,1,23,811,1,1,14,1,1,1,26,1,53,1,62,1,59
MSTRG.49001,1,140,1751,52,1,40,1,28,4,75,1,118,1,64,1,60
MSTRG.35592,1,84,1,111,1,75,1,99,1,72,657,178,165,228,1,99
MSTRG.13265,1,213,2,102,1,112,1,196,335,90,1,195,1,137,33,59
MSTRG.47880,1,235,1,178,2779,291,1,159,1,357,539,509,1,752,68,400
MSTRG.42853,1,243,1,311,118,223,1,168,1,176,47,440,1,171,1,107
MSTRG.24805,1,2470,17,3010,6008,3643,3,2591,1378,3494,1747,7182,12175,11855,3053,6534
MSTRG.27851,286,2856,8,2006,1584,2350,1,3444,584,1763,351,3853,131,3958,289,2078
MSTRG.15283,92,331,1,367,1422,329,1,504,442,252,144,777,381,593,35,283
MSTRG.41947,1,134,1,271,189,79,1,74,1,110,250,265,116,247,34,73
MSTRG.19972,1,3519,440,2915,6,2126,1,2527,23,1698,3,2719,1,1643,58,1271
MSTRG.32089,1,1,1,61,1008,112,1,10,1,121,50,195,1,153,1,27
MSTRG.16198,1,1,1,1,981,2,1,2,1,1,15,1,1,6,1,4
MSTRG.800,1,210,852,179,1,94,1,219,3,199,1,355,1,268,21,208
MSTRG.5844,2,306,2,96,1,135,92,623,52,72,1,60,1,101,33,113
MSTRG.18491,2,164,1,172,1,124,38,93,23,108,3,331,1,498,38,172
MSTRG.31446,1,71,1,24,1,80,1,99,149,51,1,218,1,108,44,40
MSTRG.5527,3807,1347,13,907,775,917,1,816,6,802,337,1435,1,576,47,557
MSTRG.4553,1,1625,1,1458,1924,1654,1,1280,41,1314,346,2878,1,2295,58,2063
MSTRG.2596,1,114,2295,203,12,167,1,74,1,71,1,381,1,130,39,142
MSTRG.17860,1,79,1,84,1,149,1,56,83,73,1,300,1,475,130,228
MSTRG.11817,1,175,386,217,1,135,278,218,70,195,108,361,1,248,175,140
MSTRG.47165,1,43,1,1,1054,64,1,50,1,34,157,103,1,248,1,85
MSTRG.28481,1,181,3999,240,54,198,1,213,199,275,1,630,1,489,1,331
MSTRG.49345,9,333,1,102,170,176,1,334,1,141,24,350,1,320,1,147
MSTRG.2512,1,31,1,53,1199,83,1,23,1,85,1,185,1091,265,16,110
MSTRG.23647,1,75,868,74,1,76,1,106,1,39,1,111,1,119,21,55
MSTRG.7518,682,467,1421,149,1,331,640,595,1081,552,1,1498,4,915,110,491
MSTRG.37508,1,92,1645,48,298,140,1,43,284,273,1,466,1,503,275,461
MSTRG.25401,1,179,187,125,16,73,1,38,308,22,1,129,1,42,1,68
MSTRG.25195,1,278,1,224,1,262,1,205,315,137,1,483,1,397,86,158
MSTRG.30780,1,74,1,42,27,47,1,21,1,74,69,52,1,62,1,84
MSTRG.38459,1,196,1523,138,1,150,116,172,1,207,1,346,1,379,1,262
MSTRG.42558,1,16,47,1625,14209,3746,1,1264,24,2893,668,5159,14662,10173,197,29
MSTRG.39370,1,1059,1,941,1510,834,1,973,1,1,5,35,1,19,1,273
MSTRG.13762,1,243,1,116,1846,567,1,367,310,688,946,1348,1383,2112,772,1118
MSTRG.27903,1,334,831,199,10,214,1,302,112,189,1,307,1,203,1,185
MSTRG.40258,1,128,1189,121,1,43,1,71,1,73,1,137,1,139,19,85
MSTRG.5356,2,56,122,77,1,18,2,12,2,17,1,55,1,94,39,37
MSTRG.50910,1,56,1,52,1,65,1,53,308,139,1,475,1,393,108,220
MSTRG.43017,1,1027,172,977,6,895,1,776,32,697,1,1773,1,1520,17,951
MSTRG.17630,1,494,4,479,627,379,1,510,47,296,269,740,427,444,54,440
MSTRG.8738,1,15,212,29,1,1,1,26,134,1,1,7,1,15,1,1
MSTRG.652,1,687,1,1044,812,980,1,1073,179,1098,428,2686,791,3482,416,1794
MSTRG.43307,13,90,1,174,2,132,1,120,1,55,1,135,174,47,1,20
MSTRG.29400,1,99,459,87,1,74,1,89,1,95,1,197,1,60,30,27
MSTRG.6663,1,96,399,77,3,43,1,81,1,67,1,234,1,204,31,97
MSTRG.29773,1,205,659,127,1,266,1,169,1,234,3,667,1,669,73,365
MSTRG.29682,1,578,118,201,1,452,1,344,303,636,47,1324,1,1012,357,720
MSTRG.8343,1,308,2103,267,1,227,1,136,600,808,274,1432,1,2093,566,1089
MSTRG.36717,1,56,1,57,3,49,1,69,3,59,65,153,429,200,1,252
MSTRG.796,1,76,1,1,1,43,1,9,1,15,1,70,1,142,204,31
MSTRG.20141,1,12,3,1,2,3,1,27,1,8,1,1,1197,3,1,4
MSTRG.3824,1,412,225,174,1,200,1,143,1,100,3,204,1,173,58,65
MSTRG.38816,154,143,1,182,299,201,1,64,4,212,115,471,721,220,271,161
MSTRG.35627,1,1,1,13,1,1,1,1,1,6,1,1,616,1,1,1
MSTRG.11422,1,259,1,179,1,499,1,120,223,281,5,1485,1,1357,575,945
MSTRG.2466,1,32,3,162,1234,79,1,137,3,38,1,182,118,134,3,29
MSTRG.26226,9,203,31,186,2,186,3,331,157,102,1,150,1,105,85,89
MSTRG.43390,1,67,2883,103,1,72,1,36,6,100,1,232,1,57,1,81
MSTRG.18974,59,260,851,88,1,229,125,265,4,162,1,506,1,185,134,114
MSTRG.38619,144,121,1,118,1,137,1,83,1,123,52,178,1,159,1,135
MSTRG.19480,7,62,188,24,1,47,1,43,21,66,1,98,1,61,24,61
MSTRG.27217,1,460,33,274,1,309,1,512,144,184,1,632,1,348,1,254
