gene_id,MC10-IP,MC10-Input,MC21-IP,MC21-Input,MC22-IP,MC22-Input,MC9-IP,MC9-Input,Petro11-IP,Petro11-Input,Petro12-IP,Petro12-Input,Petro23-IP,Petro23-Input,Petro24-IP,Petro24-Input
MSTRG.10382,1,118,1,36,201,77,1,32,1,43,2,125,59,72,1,92
MSTRG.5811,1,157,1,42,1,96,1,80,1,45,1,120,1,99,1,64
MSTRG.47090,1,56,1,65,1,40,1,110,1,24,2,15,1,30,17,14
MSTRG.10383,1,2,2,1,1,3,1,1,7,4,1,20,1,17,2,4
MSTRG.28363,1,12,1,40,1,29,1,24,1,1,1,1,1,1,1,16
MSTRG.28362,667,693,2271,712,2159,448,103,624,88,376,93,769,353,628,223,325
MSTRG.5918,1,1,145,16,1,4,1,22,1,3,11,3,1,3,1,4
MSTRG.10380,1,58,1,1,1,1,1,11,1,1,1,1,1,1,1,1
MSTRG.20438,1,1,667,6,1,3,1,7,5,4,73,53,1,7,1,14
MSTRG.10381,1,17,1,1,1,15,1,58,1,1,1,7,1,22,1,14
MSTRG.43179,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.43178,1,3,1,1,1,13,1,1,1,1,1,11,1,4,1,1
MSTRG.19848,1,4,1,1,1,7,1,1,1,1,1,126,1,31,1,5
MSTRG.19849,1,176,1,81,1,118,1,238,1,60,1,246,1,92,1,41
MSTRG.19846,1,1,1,45,1,17,1,1,1,1,1,1,1,1,1,20
MSTRG.43174,1,7,1,1,1,8,1,18,1,13,1,7,1,1,1,29
MSTRG.19844,1,1,1,1,1,7,1,7,1,1,1,1,1,8,1,1
MSTRG.43176,1,1,1,3,1,2,1,4,1,1,37,1,1,1,1,1
MSTRG.43171,1,68,3,61,1,37,1,120,1,27,1,150,197,31,1,23
MSTRG.19843,1,49,1,1,39,48,1,25,1,42,1,1,1,82,1,59
MSTRG.19840,1,202,1,54,1,76,1,100,14,73,89,206,2,77,1,78
MSTRG.43172,1,10,1,2,1,1,1,1,1,1,1,2,1,18,1,1
MSTRG.15172,1,1,5,8,60,1,1,3,1,1,7,1,1,1,1,1
MSTRG.15173,11,682,6,567,2,378,2,316,3,226,35,366,10,197,55,170
MSTRG.15170,1,818,1208,503,3359,549,1,742,775,423,264,919,392,758,110,376
MSTRG.15171,1,1,1,1,1,1,1,1,56,36,55,181,1,160,54,81
MSTRG.15176,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1
MSTRG.15177,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.15174,1,1,1,11,1,11,2,15,43,11,1,3,1,1,2,5
MSTRG.15175,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
MSTRG.15178,1,212,132,126,1,183,1,199,327,178,1,248,1,441,1,229
MSTRG.15179,1,183,1,109,311,190,1,228,289,107,1,356,1,97,1,132
MSTRG.10522,1,1,1,1,1,13,1,1,1,64,1,48,1,157,1,78
MSTRG.37300,1,32,1,1,1,13,1,2,1,7,40,46,1,14,1,17
MSTRG.37303,1,20,1,21,1,1,1,4,1,9,1,9,1,6,1,9
MSTRG.37302,1,1,1,9,1,4,1,1,1,1,1,2,1,20,1,1
MSTRG.10526,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1
MSTRG.37304,1,1,1,1,1,11,1,33,1,1,1,1,1,1,1,1
MSTRG.37307,1,4,1,16,1,19,1,39,1,13,1,20,1,10,1,15
MSTRG.37306,1,117,1,74,1,73,1,53,1,55,18,139,1,55,27,51
MSTRG.37309,1,7,1,18,1,1,1,7,1,1,40,1,1,12,1,6
MSTRG.37308,1,151,1,91,2,158,1,67,1,108,8,374,546,314,50,93
MSTRG.10528,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.10529,525,1504,90,1630,1010,1247,75,1801,845,1363,35,5615,292,6721,251,3620
MSTRG.20436,1,14,12,3,4,7,1,2,1,4,7,18,2,1,5,15
MSTRG.18315,1,7,1,1,1,5,1,2,1,3,38,8,1,2,1,4
MSTRG.20434,1,7,15,2,8,4,1,3,2,2,19,10,2,3,13,7
MSTRG.5660,1,51,309,37,480,90,1,40,1,35,49,41,154,60,70,54
MSTRG.5661,1,15,1,25,1,33,1,12,1,42,1,53,1,51,1,18
MSTRG.5662,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1
MSTRG.5663,1,22,1,37,1,32,1,19,1,29,1,172,1,83,15,75
MSTRG.5664,1,4,1,1,1,4,1,13,1,1,1,1,1,1,1,1
MSTRG.5665,1,4,1,1,1,6,1,10,1,2,1,7,1,1,1,1
MSTRG.5666,2,3,1,2,2,2,1,17,3,2,2,14,222,5,13,5
MSTRG.5667,1,10,1,1,1,17,1,1,1,6,1,26,1,3,215,1
MSTRG.5668,1,83,1,1,1,10,1,50,1,28,1,72,1,121,1,38
MSTRG.5669,1,25,1,4,1,10,1,10,1,1,1,1,1,1,1,1
MSTRG.38304,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.38305,1,384,36,305,1,278,1,419,59,209,1,417,1,279,1,241
MSTRG.38306,1,1,1,1,1,2,1,20,1,1,1,1,1,1,1,2
MSTRG.38307,1,1,1,67,1,6,1,1,1,3,1,1,1,1,1,8
MSTRG.38300,1,7,1,1,1,4,1,25,1,1,1,1,1,8,1,1
MSTRG.38301,1,2,1,15,1,3,1,1,1,1,1,1,1,1,1,1
MSTRG.38302,1,12,2,1,1,5,1,8,1,2,1,1,1,1,1,1
MSTRG.38303,1,22,1,1,1,3,1,1,1,1,1,1,1,1,1,1
gene11260,1,10,1,12,1,15,1,25,1,8,1,4,1,1,1,5
MSTRG.14782,1,2,1,1,1,2,1,13,1,1,1,1,1,1,1,4
gene11267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.17237,1,35,1,41,1,25,1,40,1,85,447,92,1,201,6,126
gene21191,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1
MSTRG.3848,1,11,1,6,1,3,1,33,1,1,1,1,1,1,1,9
gene21190,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1
gene5733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.3842,1,50,1,1,1,2,1,33,1,1,1,18,1,1,1,1
MSTRG.3843,1,1,1,23,1,12,1,16,1,4,1,1,1,2,1,1
MSTRG.3840,1,19,1,1,1,1,1,1,1,1,1,16,1,1,1,1
MSTRG.3841,1,1,1,1,1,1,1,1,170,1,1,16,1,1,1,1
MSTRG.3846,1,5,1,16,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.3847,1,13,1,13,1,1,1,4,1,1,1,1,1,1,1,1
MSTRG.3844,3,3,4,1,1,1,1,1,2,1,2,31,1,1,1,1
MSTRG.3845,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1
MSTRG.18719,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.18718,1,50,1,1,412,111,1,17,1,1,1,1,1,1,1,1
MSTRG.37643,21,77,4,36,1,4,1,10,1,14,110,114,1,32,1,19
MSTRG.18715,1,81,1,31,1,41,1,233,1,41,366,38,1,126,1,81
MSTRG.18714,1,90,1,85,1,47,1,63,1,1,1,10,1,1,1,1
MSTRG.18717,1,1,1,54,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.18716,1,50,1,32,1,33,1,47,1,68,1,117,1,49,1,45
MSTRG.18711,1,14,1,1,1,16,1,11,1,1,1,1,1,1,1,6
MSTRG.18710,446,6,2,1,1,2,1,16,1,1,1,1,1,1,1,6
MSTRG.18713,1,10,1,6,1,3,1,14,1,10,1,7,1,6,1,2
MSTRG.18712,1,9,1,2,1,6,1,15,1,12,1,21,1,12,44,9
gene28123,1,2,1,1,1,2,1,1,1,2,1,3,1,2,1,1
gene15770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.2349,1,1,1,1,1,2,1,28,1,7,1,1,1,1,1,13
gene15771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.4858,1,3,1,1,1,1,1,12,1,1,1,1,1,1,1,1
gene10121,1,1,1,1,1,1,1,11,1,1,1,1,1,6,1,1
MSTRG.28936,1,17,1,58,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.6310,1,257,2,302,595,269,1,305,76,105,14,358,1,259,214,117
MSTRG.6313,1,25,1,11,1,14,1,27,185,1,1,27,1,6,9,9
MSTRG.6312,1,8,1,1,1,2,1,9,1,3,80,3,100,13,1,12
MSTRG.28932,1,3,1,43,1,1,1,6,1,1,1,1,1,1,1,3
MSTRG.28933,2,13,1,52,1,3,1,11,1,1,1,14,1,3,1,5
MSTRG.6317,209,496,1,268,238,240,1,334,372,166,1,420,1,217,42,171
MSTRG.6316,1,9,1,34,1,10,1,11,1,4,1,1,1,11,1,1
MSTRG.6319,1,2,2,22,1,33,1,1,1,1,1,1,1,1,1,1
MSTRG.6318,1,6,1,3,1,12,1,51,1,4,1,4,1,12,2,14
MSTRG.28938,1,16,1,24,1,6,1,13,1,1,1,1,1,1,1,1
MSTRG.28939,1,19,1,1,1,2,1,38,1,1,1,1,1,1,1,1
MSTRG.4859,273,499,816,697,25,753,99,878,244,694,281,658,3,734,269,587
gene4938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.33374,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1
MSTRG.33375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.33376,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.33377,1,291,813,299,547,298,1,631,408,153,1,418,1,372,1,137
MSTRG.44259,1,51,1,1,1,76,1,1,1,50,1,222,1,177,1,135
MSTRG.33371,1,21,1,38,1,3,1,19,1,3,1,7,1,2,1,1
MSTRG.30939,1,131,875,171,4,103,1,183,1,77,1,392,1,71,1,53
MSTRG.33373,1,1,1,1,1,1,1,1,1,1,1,23,138,1,3,1
MSTRG.44255,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
MSTRG.30936,1,277,1,150,1,288,1,439,1,182,1,652,463,352,7,109
gene5046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.44256,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
gene5040,1,1,1,1,1,1,1,1,1,1,1,30,1,1,1,1
MSTRG.44250,1,85,1,15,3,43,1,37,1,42,1,235,1,113,3,61
MSTRG.44253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.44252,1,26,1,1,1,1,1,23,1,7,1,27,1,2,1,1
gene15773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.43826,1,1,1,1,1,9,1,1,1,1,1,1,1,1,45,1
MSTRG.10514,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1
gene15774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene15775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene32113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.44304,1,1,1,1,1,1,1,1,1,1,1,15,1,1,1,1
gene2218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene15776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene1277,1,1,1,1,1,5,1,1,1,1,1,1,1,13,1,1
MSTRG.35439,1216,310,1,131,1,176,1,187,1,181,1,562,1,218,1,202
MSTRG.35438,1,1,1,1,1,1,1,10,1,2,1,5,1,1,1,1
MSTRG.32429,1,31,1,3,1,36,1,15,1,38,1,147,1,107,4,63
MSTRG.32428,1,172,1,155,696,229,1,199,1,283,103,760,1,786,56,383
MSTRG.32423,2,327,81,130,1,341,1,374,1,159,714,288,1,317,1,191
MSTRG.32422,1,41,1,12,1,19,1,52,1,13,1,43,1,21,1,8
MSTRG.32421,1,87,1,36,118,104,1,83,1,20,1,159,243,89,1,35
MSTRG.32420,1,3,1,11,1,1,1,1,1,1,1,11,1,1,1,1
MSTRG.32427,831,567,1,258,1,588,1,348,52,461,1,1118,1,1033,1,714
MSTRG.35434,1,249,110,362,3674,552,1,301,434,1224,1684,2751,1972,3462,911,1777
MSTRG.35437,1,183,306,34,1,89,1,122,1,76,1,157,1,76,1,45
MSTRG.35436,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.18219,1642,315,1,375,1,289,1,1,491,457,408,881,1,708,1,717
MSTRG.2701,1,19,1,1,1,1,1,1,1,5,1,1,1,3,1,3
MSTRG.51024,1,1,21,30,1,1,1,23,1,1,1,9,1,13,1,12
MSTRG.208,1,5,1,1,1,6,1,37,1,22,1,22,1,22,1,8
MSTRG.209,1,1,528,1,1,12,1,20,1,3,1,13,1,4,1,8
MSTRG.51025,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1
MSTRG.204,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1
MSTRG.205,1,7,1,1,1,9,1,2,1,8,1,16,1,5,1,3
MSTRG.206,1,18,1,1,1,3,1,12,1,1,1,5,1,1,1,5
MSTRG.207,1,298,48,89,760,125,2,223,32,15,7,733,2,277,129,409
MSTRG.200,1,6,1,1,1,3,1,1,1,2,1,3,1,2,1,4
MSTRG.201,1,1,1,17,1,3,1,1,1,1,1,1,1,1,1,1
MSTRG.202,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1
MSTRG.203,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.9992,1,1,1,2,1,1,1,1,1,1,1,21,1,1,1,3
MSTRG.9993,1,1,1,1,1,2,1,1,1,1,1,1,1,25,1,2
MSTRG.9990,1,29,1,1,1,26,1,13,1,56,1,50,1,99,1,9
MSTRG.9991,1,52,1,54,1,43,1,2,1,35,108,97,1,81,1,31
MSTRG.9996,1,2,1,1,1,5,1,1,1,1,97,6,1,1,2,4
MSTRG.9997,1,42,1,1,1,2,1,16,1,3,1,3,1,1,1,10
MSTRG.9994,1,177,1,123,1211,110,1,104,1,127,1,402,1,375,1,303
MSTRG.9995,1,259,341,97,1,138,1,369,1,132,1,180,1,184,1,74
MSTRG.9998,1,1,1,1,1,3,1,31,1,1,1,1,1,1,1,1
MSTRG.9999,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1
MSTRG.551,1,28,1,17,1,15,1,106,1,11,1,28,1,43,1,25
MSTRG.20469,1,6,1,1,1,7,1,1,1,17,1,72,1,47,1,17
MSTRG.12872,19,409,1355,273,1266,329,1,205,327,806,1329,1482,9657,3037,1997,1467
MSTRG.51028,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1
MSTRG.555,1,1,1,12,1,1,1,3,1,5,1,1,1,1,1,1
gene3801,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1
MSTRG.16478,271,131,1,105,3,128,1,96,1,34,252,170,1,124,89,104
MSTRG.557,3,180,242,77,8,56,6,129,5,138,1,197,1,144,27,130
MSTRG.34748,1,141,1,197,1,123,1,120,1,198,1,248,1,228,1,182
MSTRG.34749,189,1583,1017,1609,1644,2554,1260,1557,1128,4326,2016,9975,7664,15665,2546,8307
MSTRG.11399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.32268,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1
MSTRG.34740,1,782,1880,568,106,717,1,966,5,492,56,612,9,515,17,272
MSTRG.34741,1,13,1,6,1,4,1,6,1,5,1,12,1,10,1,21
MSTRG.34742,1,450,1,404,9,422,1,365,102,365,88,942,44,844,2,718
MSTRG.34743,225,73,5,94,1,35,2,68,1,1,1,1,1,2,1,1
gene7352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene7353,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4
MSTRG.34746,1,82,1,271,1,21,1,163,1,64,1,43,1,66,1,39
MSTRG.34747,1,4,88,11,3,13,1,7,1,1,1,1,1,1,1,1
MSTRG.43175,1,2,1,1,1,1,1,27,1,1,1,1,1,1,1,1
MSTRG.46063,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.19847,1,86,1,41,1,54,1,28,1,39,1,83,1,44,1,72
MSTRG.46064,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.43177,1,20,1,1,1,37,1,14,1,2,1,15,1,2,58,10
MSTRG.8730,377,195,1,223,340,183,1,197,1,191,30,316,168,150,1,94
MSTRG.18216,1,1,1,9,1,12,1,5,1,25,1,113,1,3,1,14
MSTRG.19845,1,512,1,544,1093,410,1,525,251,541,103,1613,672,1490,393,1168
MSTRG.26938,1,8,1,1,1,1,1,3,1,3,1,1,1,3,1,13
MSTRG.26939,2,30,1,1,1,7,1,6,1,1,1,12,1,7,1,1
MSTRG.26934,1,3,1,1,1,8,1,14,1,1,1,46,1,20,1,2
MSTRG.26935,1,2,1,55,1,3,1,3,1,1,1,28,1,18,1,3
MSTRG.26936,1,3,1,26,1,1,1,1,1,1,1,1,1,2,1,1
MSTRG.26937,1,11,1,24,1,3,1,5,1,3,1,1,1,1,1,1
MSTRG.26930,1,3,1,1,1,1,1,22,1,3,1,1,1,1,1,1
MSTRG.26931,1,10,1,28,1,11,1,1,1,9,1,1,1,15,1,25
MSTRG.26932,1,5,1,2,1,8,1,12,1,2,1,4,1,2,1,1
MSTRG.26933,1,11,1,4,2,13,1,22,1,5,1,3,1,1,1,1
MSTRG.46068,1,82,535,25,1,18,1,61,120,10,127,85,1,4,71,1
gene26353,1,6,1,20,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.23348,1,1,1,17,1,1,1,1,1,1,1,3,1,1,1,1
MSTRG.43173,1,11,1,1,1,4,1,7,1,2,1,1,1,5,1,3
MSTRG.46069,1,47,248,50,5,36,1,28,1,48,228,127,1,67,1,40
MSTRG.35938,1,39,1,38,1,35,1,16,180,113,1,160,1,76,1,79
MSTRG.19841,25,82,176,26,19,68,3,103,51,78,61,127,1,66,2,78
MSTRG.35939,1,20,1,22,1,2,1,6,1,1,1,10,1,7,1,13
MSTRG.32262,1,9,110,1,1,7,1,5,1,3,1,7,1,5,1,3
gene20318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene24641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene20316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene20317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.23428,1,1,1,11,1,1,1,1,1,11,1,15,1,1,1,8
MSTRG.36427,1,115,1,95,1,99,1,146,1,156,136,419,1,527,107,261
MSTRG.6900,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1
MSTRG.36425,1,4,1,21,1,21,1,20,1,3,1,12,1,17,1,14
gene24643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.36423,1,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1
MSTRG.36422,1,2,1,4,1,1,1,4,1,11,1,37,1,20,1,1
MSTRG.36421,1,1,1,1,1,1,1,1,1,1,1,1,1,37,1,1
MSTRG.12334,1,1,1,1,1,1,1,1,1,34,1,28,1,1,1,1
MSTRG.46739,1,29,1,1,1,11,1,31,1,23,1,42,1,4,1,18
MSTRG.28581,1,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.36429,1,1,1,18,1,5,1,25,1,1,1,4,1,1,1,5
MSTRG.36428,1,5,1,1,1,26,1,1,1,32,1,35,1,74,1,19
gene22224,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,17
MSTRG.30118,1,2,1,1,1,1,1,1,1,1,1,12,1,1,1,2
MSTRG.6903,1,1,1,1,1,6,1,18,1,1,1,11,1,41,1,5
MSTRG.30111,1,34,1,1,1,1,1,5,1,1,1,1,1,1,1,1
MSTRG.6904,1,1,1,1,1,11,1,1,1,3,1,1,1,1,1,4
MSTRG.30113,1,1,1,1,1,1,1,1,1,5,1,10,1,1,1,1
MSTRG.30112,336,9,1,1,1,5,1,1,1,6,102,18,1,1,1,1
MSTRG.30115,2,491,288,343,8,484,1,394,76,289,518,770,1,569,478,515
MSTRG.30114,1,1,1,66,1,1,1,1,1,1,1,1,1,3,1,3
MSTRG.30117,1,10,1,10,1,39,1,3,1,17,1,10,43,29,1,37
MSTRG.30116,1,45,1,3,1,15,1,7,1,9,1,1,1,9,1,5
MSTRG.6906,1,12,1,1,1,1,1,1,1,6,1,42,1,1,1,1
MSTRG.45218,1,5,1,23,1,2,1,7,1,4,1,1,1,6,1,5
gene31509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.6907,1,30,1,1,1,10,1,1,1,1,1,1,1,23,1,4
gene8000,1,1,1,1,1,1,1,1,1,5,1,12,1,9,1,5
MSTRG.20699,1,75,1,41,2,39,1,124,4,85,1,198,1,50,1,108
MSTRG.20698,1,91,128,51,1,78,1,108,195,84,1,182,1,68,1,47
MSTRG.20693,1,1,1,1,1,1,1,1,1,10,1,2,1,4,1,7
MSTRG.20692,1,34,1,1,1,5,1,14,1,2,1,4,1,3,1,11
MSTRG.20691,1,52,1,132,1,65,1,62,1,100,1,360,391,173,1,132
MSTRG.20690,1,1,1,1,1,1,1,1,1,3,1,14,1,1,1,1
MSTRG.20697,574,15,1,18,3,15,1,34,1,25,1,78,1,65,1,33
MSTRG.20696,1,148,21,136,1,108,1,41,1,89,1,184,5,72,32,115
MSTRG.20695,1,1,1,26,1,12,1,48,117,41,1,116,1,35,1,28
MSTRG.20694,1,46,1,69,1,35,1,44,1,11,123,165,1,70,1,64
gene31505,1,9,1,1,1,1,1,1,1,8,1,1,1,1,1,1
gene31504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.37301,1,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gene31506,1,1,1,11,1,7,1,1,1,1,1,1,1,7,1,1
MSTRG.10523,1,157,90,216,1,179,1,113,1,271,84,713,1,616,1,349
MSTRG.10520,1,26,1,1,1,1,1,1,1,1,1,2,1,1,1,1
MSTRG.28091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.28090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.28093,1,3,1,3,1,1,1,13,1,1,1,3,1,1,1,1
MSTRG.10521,1,1,1,1,1,5,1,1,1,1,1,73,1,1,1,5
MSTRG.28095,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
gene31503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.28097,1,2,1,3,1,4,1,2,1,1,1,1,1,1,1,1
MSTRG.28096,1,31,1,41,1,1,1,6,8,1,3,6,1,1,1,1
MSTRG.28099,1,406,780,523,240,553,1,340,87,575,460,1662,292,1657,276,834
MSTRG.28098,1,30,1,38,1,27,2,18,1,9,2,40,1,55,6,21
MSTRG.37202,2,25,1,1,1,4,1,5,1,9,1,16,1,10,1,4
MSTRG.10527,1,1,1,15,1,1,1,3,1,1,1,1,1,1,1,1
MSTRG.37203,1,66,1,9,1,18,1,52,1,37,1,138,1,18,1,63
MSTRG.20529,1,1,3,1,1,1,1,1,1,1,36,1,1,1,1,1
MSTRG.20528,1,1,1,1,1,1,1,1,27,7,20,13,1,6,1,5
MSTRG.20525,1,1,1,28,1,13,1,1,1,13,1,25,1,15,1,15
MSTRG.20524,1,7,1,1,1,2,1,1,1,1,1,1,1,26,1,1
MSTRG.20527,1,1,1,1,1,1,1,1,1,1,1,47,1,1,1,1
MSTRG.20526,1,96,1,49,1,36,1,217,1,64,1,93,1,84,1,93
MSTRG.20521,1,7,2,24,1,4,1,2,1,9,1,8,1,8,1,7
MSTRG.20520,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1
MSTRG.20523,1,5,6,1,1,4,1,3,1,4,10,8,2,3,2,8
MSTRG.20522,1,2,1,1,2,4,1,4,2,3,1,8,1,30,1,2
MSTRG.17321,1,7,1,2,1,1,1,12,1,8,1,7,1,10,1,5
MSTRG.17320,1,30,169,126,1,46,1,66,44,27,60,49,1,49,37,25
MSTRG.17323,1,1,1,1,1,7,1,1,1,1,1,24,1,1,1,1
MSTRG.17322,1,22,1,70,1,101,1,1,1,65,34,147,1,40,3,31
MSTRG.17325,1,64,1,1,1,81,1,22,1,37,122,242,1,260,1,135
MSTRG.37206,1,1,1,1,1,28,1,1,1,1,1,40,1,18,1,9
MSTRG.17327,1,42,1,29,1,9,1,7,1,1,1,1,1,7,1,1
MSTRG.17326,1,154,1,61,1,87,1,72,1,76,1,284,1356,221,1,127
MSTRG.17329,1,29,1,5,1,11,1,1,1,79,1,99,1,193,1,37
MSTRG.17328,1,1,1,2,1,1,1,4,1,1,1,14,1,1,1,1
MSTRG.37207,1,251,6,115,1,293,1,187,1,206,491,655,1815,1090,221,577
MSTRG.16050,1,58,1,90,1,88,1,62,1,106,125,213,1,157,123,47
MSTRG.16051,1,4,1,37,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.16052,1,1,1,2,1,1,1,5,1,1,1,13,1,5,1,3
MSTRG.16053,1,72,1,21,1,17,1,30,1,37,1,128,1,33,1,22
MSTRG.16054,1,17,1,92,1,28,1,34,8,11,1,37,1,14,1,5
MSTRG.16055,1,74,544,42,1,20,1,37,1,14,136,238,1,157,1,15
MSTRG.16056,1,20,1,1,1,60,1,45,12,77,3,309,1,216,245,171
MSTRG.16057,1,3,1020,1,1,1,1,3,1,5,1,1,1,1,1,1
MSTRG.16058,1,3,1,1,1,2,1,1,1,3,1,5,1,2,1,2
MSTRG.16059,1,77,1,101,2,65,2,82,1,64,1,204,532,106,1,124
MSTRG.37468,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1
MSTRG.37469,1,18,1,1,1,3,1,1,1,1,1,2,1,4,1,1
MSTRG.25348,1,19,1,5,1,37,1,22,1,36,1,24,1,10,1,10
MSTRG.25349,1,1,233,3,1,5,1,3,1,5,1,3,1,6,1,4
MSTRG.37460,1,167,1,66,1,82,1,97,3,48,19,58,1,146,1,32
MSTRG.25343,1,42,1,9,670,27,1,22,1,75,1,134,1,30,48,65
MSTRG.25340,1,80,1,31,1,83,1,112,1,27,1,175,367,277,1,81
MSTRG.25341,1,185,895,66,283,237,1,196,351,227,171,1356,1,457,100,377
MSTRG.25346,1,211,1,41,1,140,1,131,1,182,67,302,1,308,8,192
MSTRG.37465,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.25344,1,41,1,160,464,7,1,88,1,26,1,184,1,130,70,52
MSTRG.25345,1,43,1,16,1,52,1,49,108,45,1,200,1,77,1,30
gene9355,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1
gene9356,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1
gene4985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MSTRG.5509,1,1,1,1,1,74,1,11,1,10,1,15,1,20,1,5
MSTRG.2027,1,43,576,35,5,22,1,94,1,23,1,120,1,135,1,36
MSTRG.7054,1,8,1,1,1,8,1,16,1,1,1,8,1,4,1,1
MSTRG.5501,6,3,1,11,17,8,1,25,5,11,9,6,22,45,2,7
MSTRG.5500,1,12,1,14,1,6,1,17,1,4,1,1,1,1,1,6
MSTRG.5503,1,20,1,36,1,28,1,14,1,10,1,37,1,15,1,5
MSTRG.5502,1,15,1,1,3,1,1,32,1,4,1,6,1,5,1,9
MSTRG.5505,1,7,1,37,1,15,1,3,1,1,1,1,1,7,1,1
gene19296,1,6,1,1,1,1,1,1,1,3,1,55,1,1,1,5
MSTRG.5507,1,68,1,64,461,233,1,258,504,57,1,619,1,114,1,389
MSTRG.5506,1,39,1,3,1,7,1,8,1,6,1,3,1,14,1,4
gene26067,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
